#          STEP          TOTAL        KINETIC      POTENTIAL           HARM          MORSE          ANGLE       DIHEDRAL        NLMORSE
        6809000       -211.329        176.952        -388.28        63.9273         -314.3        94.6196        29.0911       -261.619
        6810000       -205.671        163.937       -369.608        59.3446       -311.262        98.2921        33.4251       -249.408
        6811000       -195.976        180.538       -376.514        59.8846       -313.015        102.515        28.1934       -254.092
        6812000       -183.903         183.51       -367.413        69.8638       -303.583        91.7309        23.6681       -249.093
        6813000       -209.779        164.677       -374.455        64.5822       -315.296        95.6747        30.8337        -250.25
        6814000       -191.595        175.794        -367.39        68.0466       -310.498        99.8913        25.9904        -250.82
        6815000       -209.729        174.432       -384.161        63.9573       -316.566        91.3302        29.4964       -252.379
        6816000       -201.252         188.56       -389.812        58.7718       -320.736        96.2955        30.2448       -254.388
        6817000       -193.169        178.828       -371.997          67.11       -314.123        104.591        29.9377       -259.513
        6818000       -198.363        173.165       -371.528        69.9659       -317.709        102.043        25.2964       -251.124
        6819000       -208.893        173.016       -381.909        53.1001       -312.589        101.985        28.7389       -253.144
        6820000       -224.415        167.342       -391.757        55.0746       -319.631        96.2333        30.8172       -254.251
        6821000       -206.604        156.658       -363.262        61.7468       -306.861        92.8032        32.9781       -243.929
        6822000       -220.545        154.979       -375.524        63.8478       -314.799        100.014        28.0893       -252.676
        6823000       -211.942        167.289       -379.232        64.0287       -310.899        93.7337         30.424       -256.519
        6824000       -195.066        175.526       -370.591        63.6445       -309.974        99.1633        29.9623       -253.388
        6825000       -225.433        155.723       -381.155        65.9697       -319.297        97.6996        31.2875       -256.815
        6826000       -197.502        177.216       -374.717        71.7148        -318.91        101.155        31.3374       -260.015
        6827000       -215.752        159.385       -375.137        62.7362       -316.208        106.405        25.0404        -253.11
        6828000       -179.256        182.986       -362.241         70.913       -307.589        100.056        32.0676       -257.688
        6829000       -214.529        164.134       -378.663        61.1616       -317.361        98.7088         30.057       -251.229
        6830000       -198.537        172.389       -370.926        71.0301       -315.524        102.886        31.4759       -260.793
        6831000        -207.42        161.087       -368.507        67.5954       -312.773         97.759        28.9455       -250.034
        6832000       -171.633         194.53       -366.164        78.0205       -314.953        98.7762        25.1843       -253.192
        6833000       -198.893        178.957       -377.849        71.7667       -315.602        94.5183        24.3566       -252.889
        6834000       -216.184        162.037       -378.221        58.3403       -310.215        93.7205        30.5935        -250.66
        6835000       -189.659        179.197       -368.855        73.2609       -314.245        96.5684        29.7413       -254.181
        6836000        -189.42        170.342       -359.762        67.2971       -307.878        96.9651        29.8852       -246.032
        6837000        -195.88         191.76        -387.64        63.8497       -316.115        94.9571        24.8729       -255.205
        6838000       -197.317        170.092       -367.409        70.7098       -311.201        91.1169        30.7174       -248.751
        6839000        -225.87        160.748       -386.618        54.7851       -313.034        97.5673        27.3632         -253.3
        6840000       -231.121        160.065       -391.186        47.3387        -319.13        106.525        22.8028       -248.722
        6841000       -238.439        143.664       -382.102        55.8808       -315.311        96.5429        32.3202       -251.535
        6842000       -194.582        174.336       -368.918        63.8756       -318.687        104.917        34.5381       -253.561
        6843000       -195.444        174.221       -369.664        60.3102       -317.304        99.9727        35.5946       -248.238
        6844000        -184.66        174.783       -359.443        68.4044       -315.271        105.337        33.9174        -251.83
        6845000       -179.553        172.721       -352.273        64.0044       -306.369        99.9044        36.0432       -245.857
        6846000       -203.255        183.432       -386.687         59.828       -316.804        98.4183        26.4081       -254.538
        6847000       -194.251        177.552       -371.803        63.9071       -317.809        98.6117        37.2598       -253.773
        6848000       -198.769        171.336       -370.105         54.556       -312.206        97.0592        38.7917       -248.306
        6849000       -196.281        173.751       -370.031        55.6934       -306.613        97.3598        31.5407       -248.013
        6850000       -185.251        177.836       -363.087        72.3555       -317.866        100.867         27.122       -245.566
        6851000       -197.399        180.621       -378.019        64.4104       -318.315         96.333        24.6173       -245.065
        6852000       -206.861        164.155       -371.015        64.9293        -315.31        100.741        28.4611       -249.837
        6853000       -216.118        156.582         -372.7        63.9557       -310.649        100.849        28.2231       -255.078
        6854000       -186.519        186.155       -372.673        67.7949        -316.37        100.827        30.0339        -254.96
        6855000       -195.826         165.22       -361.047        70.4829       -307.804        95.3396        27.9203       -246.986
        6856000       -213.819        172.135       -385.954        63.1056        -314.67        92.3378        29.2955       -256.023
        6857000       -199.255        172.648       -371.903        63.9689       -313.123        96.4194        28.4957       -247.664
        6858000        -205.67        165.803       -371.473        67.8865       -314.871        97.6377        29.9153       -252.042
        6859000       -214.475        168.686       -383.161        56.6779       -311.462        96.7473         26.663       -251.788
        6860000       -197.584        166.744       -364.328        58.8315       -307.638        97.9833        28.8235       -242.329
        6861000       -191.554        179.964       -371.518        58.7164       -311.992        99.8332        32.5782       -250.654
        6862000       -191.974        176.123       -368.098        70.2785       -313.532         92.976        27.6709       -245.491
        6863000       -206.383        168.309       -374.692        68.6848       -314.544        98.6563        27.1671       -254.656
        6864000       -176.262        176.952       -353.214         74.985       -303.999        95.7526        29.2345       -249.188
        6865000       -189.955        171.425        -361.38        73.9036       -318.543        106.817        25.4016       -248.959
        6866000       -172.732        184.408       -357.139         63.482       -302.376        96.4849        32.9611       -247.691
        6867000       -192.042        186.788        -378.83        62.2404       -313.583        93.6261        28.2302       -249.344
        6868000       -196.962         186.37       -383.332        70.9484       -324.468        94.6741        22.3522       -246.839
        6869000       -195.441         171.83       -367.271        63.2389       -307.747        93.9311         30.917       -247.611
        6870000       -202.821        160.627       -363.448         62.032       -313.884        99.2901        32.8664       -243.752
        6871000       -207.011        179.844       -386.855        60.0314       -315.421        95.7044        24.9968       -252.166
        6872000       -213.577        171.099       -384.676        61.4238       -319.812         101.67        26.1004       -254.058
        6873000       -221.471        166.631       -388.103         56.521       -321.259         98.593        31.4528       -253.411
        6874000       -198.965        177.975        -376.94        59.9565       -318.368        101.557        29.0785       -249.165
        6875000       -195.855        170.192       -366.048        68.6566        -311.12        99.4547        31.5794       -254.619
        6876000       -205.304        173.988       -379.292         67.342       -310.907         91.008        28.1831       -254.918
        6877000       -211.688        170.265       -381.953         44.025       -305.415        98.7175        28.0101       -247.291
        6878000       -210.399        167.964       -378.363        55.9167       -313.162        100.596        30.0996       -251.813
        6879000       -195.797        173.528       -369.326        59.3762       -308.347         93.466        32.8454       -246.666
        6880000       -209.942        163.924       -373.866        66.9616       -316.091        101.626        28.3786       -254.741
        6881000       -213.217        171.087       -384.304        53.8642       -317.232        104.515        30.5835       -256.035
        6882000       -201.417        182.771       -384.188        61.2795        -318.08        92.7497        32.6829        -252.82
        6883000       -191.819        174.085       -365.904        72.2425       -318.082        101.247        24.9865       -246.299
        6884000        -219.12        170.654       -389.774         49.955       -315.459        93.2705        33.2547       -250.795
        6885000       -160.521        191.205       -351.726        67.4983       -305.575        99.0496        36.7475       -249.446
        6886000       -207.204        165.757       -372.961        68.6347       -314.554        91.9011        32.4515       -251.395
        6887000       -201.239        167.551        -368.79        57.8411       -311.326        91.6504        32.4165       -239.372
        6888000       -183.066        183.672       -366.738         60.276       -312.821        101.713        34.7343        -250.64
        6889000        -201.63        169.902       -371.531        61.2519       -308.565        99.6554         31.145       -255.019
        6890000       -189.932         180.66       -370.592        63.5723       -310.132        100.006        26.8988       -250.937
        6891000       -216.947        168.099       -385.046        63.1544       -319.167        96.1638        31.0797       -256.277
        6892000       -215.726        171.351       -387.077        66.4806       -311.479        92.3303        26.6453       -261.054
        6893000        -208.78        161.988       -370.769         67.645       -314.483        96.4103        31.1538       -251.495
        6894000         -215.2        160.245       -375.445        53.3448       -314.348        95.2136        40.7261       -250.382
        6895000       -206.102        161.604       -367.706        62.9465       -313.922         102.15        31.0392        -249.92
        6896000       -189.859        169.027       -358.886        76.3343       -314.338        98.6871         32.102       -251.672
        6897000       -217.758        157.672        -375.43        63.7636       -308.179        91.9478        32.2018       -255.164
        6898000       -177.864        189.824       -367.687        66.7858       -315.235        92.9316        30.0637       -242.234
        6899000       -194.016        167.532       -361.548         62.238       -306.491         105.12         29.749       -252.164
        6900000       -181.703        179.866       -361.569        68.3088       -312.928        95.6745        28.8576       -241.482
        6901000       -183.553        174.681       -358.234        73.3497       -311.938         93.682        28.9834        -242.31
        6902000       -159.942        188.075       -348.017        66.3527       -304.729        93.8658        31.9763       -235.484
        6903000       -203.832        159.173       -363.005        62.0035       -308.109        98.2992        29.8703       -245.069
        6904000       -183.847        168.444       -352.291        64.3364       -301.917        102.706        33.3005       -250.717
        6905000        -202.37        165.439       -367.809        61.9933       -308.654        99.0176         28.919       -249.085
        6906000       -176.019         193.36       -369.379        64.1375       -316.154         101.53        32.8432       -251.735
        6907000       -212.929        164.096       -377.024        62.3994       -313.281        95.7064        27.3775       -249.227
        6908000       -215.415        166.307       -381.722        63.7733       -320.077        103.127        22.8291       -251.375
        6909000       -211.325        168.936       -380.261        56.3149       -320.692        100.004        34.7041       -250.592
        6910000       -222.304        156.481       -378.785        57.0371       -319.193        102.248        28.3225         -247.2
        6911000       -203.084        171.441       -374.525        59.3061       -316.053        100.804        28.6564       -247.239
        6912000        -212.07         164.33       -376.399        66.3651       -312.551        92.2701        32.9983       -255.482
        6913000       -169.779        195.503       -365.282        67.7105       -313.118        98.4509        30.0279       -248.354
        6914000       -225.003        157.553       -382.556        52.8007       -306.454        89.6307        32.7687       -251.302
        6915000       -198.742        172.289       -371.031        59.8248       -313.103        105.862        33.5492       -257.164
        6916000       -184.071        181.748       -365.819        64.9866        -307.38        98.9672        31.7794       -254.173
        6917000       -181.108        173.376       -354.484        68.1471        -314.79        101.059        31.7459       -240.646
        6918000       -167.087        195.387       -362.474        67.2442       -308.855         95.577        26.6861       -243.126
        6919000       -192.916         173.31       -366.226        60.0047       -314.625        106.403        29.7961       -247.805
        6920000       -202.361        185.486       -387.847        55.4094       -320.544        99.2359        28.2006       -250.149
        6921000       -181.832         172.05       -353.881        68.9312       -311.233        97.1974        33.1239       -241.901
        6922000       -212.906        153.011       -365.917        64.7172       -316.867        94.3026        34.7895       -242.859
        6923000        -227.97        151.513       -379.484        61.0158       -312.772        100.523        26.4236       -254.674
        6924000       -219.112        156.955       -376.067        59.3649       -318.704        104.616        34.8082       -256.151
        6925000       -177.179        192.334       -369.513        69.4797       -314.642        98.3679        26.0763       -248.795
        6926000       -180.319        176.804       -357.123        76.3125       -310.138        102.895        26.9982       -253.191
        6927000       -179.191        185.806       -364.996        63.9386       -307.749        98.6562        30.7914       -250.634
        6928000       -199.138        181.149       -380.286         60.708       -314.894        92.0583        31.7695       -249.928
        6929000       -192.434        175.738       -368.172        73.9207       -315.364        95.0933        30.6806       -252.503
        6930000       -204.402        160.612       -365.014        66.6922       -313.464        105.044        23.4783       -246.765
        6931000       -186.068        179.354       -365.422        62.7227        -312.15        98.4283        28.9176       -243.341
        6932000       -201.906         182.58       -384.486        62.9919       -315.553        95.5819        25.4667       -252.974
        6933000       -193.528        177.545       -371.073        61.5354           -316        100.302        31.4518       -248.362
        6934000       -184.521        177.676       -362.197        70.4182       -314.049        94.6736        31.8913       -245.131
        6935000       -188.426        190.234        -378.66         68.196       -319.568        95.2347        26.6698       -249.193
        6936000       -166.007        188.367       -354.374        69.1574       -308.743         100.53        34.2395       -249.557
        6937000        -173.99        194.155       -368.146        54.1244       -306.825        106.086        26.1561       -247.687
        6938000       -218.042         161.64       -379.682        58.2652       -312.046        90.3581        28.5381       -244.798
        6939000       -169.039        183.737       -352.776        71.4686        -308.63        101.618        34.2726       -251.506
        6940000       -188.358        184.029       -372.387        59.3412       -309.605        92.9065        33.4979       -248.528
        6941000       -211.731        161.738       -373.468        68.9033       -324.219        101.091        32.6082       -251.851
        6942000       -204.318        176.255       -380.573        58.6209       -316.923        97.7789        31.0801        -251.13
        6943000       -197.879        174.861       -372.741        61.4146       -316.995        96.8036        33.7184       -247.682
        6944000       -218.902         167.41       -386.312        61.2155       -317.599         102.15        25.8686       -257.947
        6945000       -203.342         171.49       -374.831        61.8396       -311.789        106.265        26.4347       -257.581
        6946000       -166.182        183.956       -350.138        83.5525       -316.046        106.949        30.7133       -255.306
        6947000       -182.445        186.132       -368.576        69.8025       -313.073         101.23        32.1798       -258.715
        6948000        -192.06         184.67        -376.73        67.5535       -317.057        97.2248        31.1902       -255.642
        6949000       -189.843         170.57       -360.412        77.6912       -309.448        98.2032        24.7908       -251.649
        6950000       -209.091        172.305       -381.396        66.1962       -315.371        93.7279        26.4163       -252.365
        6951000       -188.927        182.391       -371.318        81.8591       -315.616        93.6635        27.1024       -258.328
        6952000       -218.783        163.952       -382.735        50.0746       -314.379        90.9085        35.6076       -244.946
        6953000       -190.808        182.861       -373.669        59.9974       -310.137        101.196         24.405        -249.13
        6954000       -202.509        175.068       -377.577        65.8122       -315.046        96.3906        26.7561       -251.489
        6955000       -197.236        168.119       -365.355        61.7905       -310.506        98.4723        33.8885       -249.001
        6956000        -207.69        170.827       -378.517        57.5382        -312.14        97.6423        28.2144       -249.771
        6957000        -196.39        174.075       -370.465         68.507       -313.475        98.5903        27.0148       -251.102
        6958000       -190.129        179.177       -369.306        62.1385       -309.742        101.832        29.4368       -252.971
        6959000       -185.495        171.176       -356.671        55.5559       -301.703        104.927        35.9757       -251.427
        6960000       -215.467        167.961       -383.428        65.0929       -313.558        91.2972        26.3857       -252.645
        6961000       -193.383        180.084       -373.467        67.0344       -315.964        99.7203        28.3247       -252.583
        6962000       -203.562        165.956       -369.518        60.6183       -311.914        101.219        28.7476       -248.189
        6963000       -220.037        164.293        -384.33        66.9383       -316.164        93.2708         26.587       -254.962
        6964000       -219.113        164.006       -383.119        54.2972       -314.036        94.9275        28.6449       -246.952
        6965000       -207.029        176.112       -383.141        59.2147        -317.55        95.6642          29.73       -250.199
        6966000       -204.795        177.433       -382.228         66.046       -316.531        100.812        24.9858       -257.541
        6967000       -180.414        171.484       -351.898         70.847       -303.184        91.8356        33.9181       -245.315
        6968000       -188.781        168.455       -357.236        75.1882       -309.446        98.8077        27.5239        -249.31
        6969000       -192.566        188.207       -380.773        57.6892       -312.064         95.873        31.2263       -253.497
        6970000        -172.27        178.414       -350.684        58.2737       -303.395         107.02         29.507        -242.09
        6971000       -236.314        145.702       -382.016        59.5747       -309.482        91.9224        30.6006       -254.632
        6972000       -201.588        167.337       -368.924        60.9663       -312.566        105.281        30.3257        -252.93
        6973000       -205.376         165.13       -370.505        64.1847       -314.422        103.686        29.1956        -253.15
        6974000       -209.645        166.848       -376.492         64.755       -311.719        93.5942        26.7217       -249.844
        6975000       -186.006        183.611       -369.617        64.0756       -301.876        93.3994         26.651       -251.867
        6976000       -192.487        184.386       -376.873        51.0663       -308.261        98.5791        28.3006       -246.558
        6977000       -208.027        158.883       -366.911        61.6472       -305.399        97.8551         30.553       -251.567
        6978000       -196.678        168.375       -365.053        72.9538       -310.259        95.4274         27.644        -250.82
        6979000       -184.412        182.963       -367.375        64.7388       -314.039        97.5667        31.2961       -246.938
        6980000        -205.52         168.49        -374.01        64.9709       -318.037        94.4246        29.0717        -244.44
        6981000       -210.913        174.798       -385.711        61.8057       -317.372         98.373        25.4788       -253.997
        6982000       -224.194        166.144       -390.339        55.8909       -321.901        97.9648        23.4082       -245.702
        6983000       -207.275        164.595        -371.87        64.8434       -308.521        97.1194        27.1223       -252.434
        6984000        -220.56         163.23        -383.79        51.9691       -310.141        97.9464        33.1174       -256.682
        6985000       -219.595        166.028       -385.623        54.2255       -313.292        95.7256        27.5579        -249.84
        6986000        -194.88        185.287       -380.167        61.6464       -316.381        95.5952        33.2767       -254.305
        6987000       -179.526        176.021       -355.547        65.0833       -304.212        101.151        30.3709        -247.94
        6988000       -189.424        179.044       -368.468        68.3176       -316.455        101.309        29.8311        -251.47
        6989000        -184.58        170.779        -355.36        64.3356       -311.091        99.7371        33.5051       -241.846
        6990000       -218.077        160.031       -378.108        59.0432       -314.098        101.965        28.7495       -253.768
        6991000        -187.34        180.876       -368.216        56.7177       -312.108        105.571        27.6349       -246.032
        6992000       -193.464        180.528       -373.992        60.6239       -315.012        100.851        27.2621       -247.716
        6993000        -204.34        150.954       -355.294        59.6648       -305.517        103.392        30.4697       -243.305
        6994000       -204.402        161.099         -365.5        74.6365       -314.498        103.139        32.0499       -260.827
        6995000       -214.697        167.485       -382.182        50.8058       -313.065         97.833        32.7482       -250.505
        6996000       -175.078        183.255       -358.332        67.6586       -310.432        100.835        35.3921       -251.786
        6997000       -182.064        178.605       -360.669        75.0774       -312.103        99.7113         29.117       -252.472
        6998000       -195.822        198.671       -394.493        63.5113       -321.969        100.152        28.6934       -264.881
        6999000       -209.788        154.075       -363.863        69.3931       -314.518        99.2082        32.6394       -250.585
        7000000       -205.679         163.28       -368.959        64.7295       -315.996        105.469        30.3725       -253.533
        7001000       -215.725        167.645        -383.37        64.8648        -316.22        99.8135        24.2037       -256.032
        7002000       -170.954        188.749       -359.703        72.9505       -308.836        99.6914        24.7871       -248.296
        7003000       -184.409        177.381        -361.79        60.1908       -298.958        99.0448        29.8748       -251.942
        7004000       -218.295        154.485        -372.78        70.6235       -314.237        100.754        22.6671       -252.588
        7005000       -195.858        168.795       -364.653        72.9971       -312.793        95.3683        27.3718       -247.597
        7006000       -216.679         163.11       -379.789        65.6304       -318.709        98.0055        32.7884       -257.505
        7007000       -214.856        164.151       -379.007        63.3885       -316.814        99.4248        29.0606       -254.067
        7008000       -214.159        164.353       -378.512        68.1545       -313.862        94.6187        21.9968        -249.42
        7009000       -231.942          155.6       -387.543        61.7442       -311.512        103.424        23.1455       -264.345
        7010000        -176.38        177.158       -353.538        73.4631       -309.242        100.752        29.7509       -248.262
        7011000       -206.933        168.977        -375.91        72.6214       -315.159        98.1463        22.5368       -254.056
        7012000       -196.132         174.35       -370.482         64.001       -311.009         95.022         28.972       -247.468
        7013000       -198.885        162.261       -361.145        66.8421       -311.894        101.111        29.4175       -246.622
        7014000       -223.873        159.788       -383.661         55.909        -310.11        90.8033        30.3611       -250.624
        7015000       -225.999        154.196       -380.195        64.2238       -315.502         92.978        30.2947        -252.19
        7016000       -214.141        169.454       -383.595        52.8735       -315.968        102.853        27.5469         -250.9
        7017000        -207.19        163.884       -371.074        57.3718       -309.302        101.076        28.5229       -248.743
        7018000       -199.664         187.29       -386.954        59.9274       -316.051        100.473        22.4709       -253.774
        7019000       -204.812        161.288         -366.1        66.0303       -311.669        99.0597        30.8137       -250.335
        7020000       -214.133        165.247        -379.38        60.9641       -314.517        99.1367        29.1432       -254.108
        7021000       -205.385        181.076       -386.461        68.5437       -321.663        103.077        22.3933       -258.812
        7022000       -206.043        174.135       -380.178        66.0907        -316.34        93.0602        28.7047       -251.693
        7023000       -216.299        165.455       -381.754        53.3615       -310.529        99.5645        26.9758       -251.127
        7024000       -201.058        172.417       -373.475        65.9331        -315.02        104.559        26.3884       -255.336
        7025000       -205.139        169.974       -375.114        77.6643        -318.75         92.552        26.4251       -253.005
        7026000       -226.027        164.802       -390.829        56.0266       -322.944        101.588        28.8969       -254.396
        7027000        -195.03        180.971       -376.001        63.7749       -312.876        99.0945        30.9495       -256.944
        7028000       -197.972        164.172       -362.144        69.2445       -310.667        106.027        27.0014        -253.75
        7029000       -199.697        159.065       -358.762        69.6286       -306.357        95.6047        27.0723        -244.71
        7030000       -219.139        162.733       -381.872        56.0237       -305.576        96.0545        28.0822       -256.456
        7031000       -208.975        175.327       -384.302        51.2999       -307.177        90.4702        29.6926       -248.588
        7032000       -197.712        162.897       -360.609        66.7134       -314.463        104.687        28.9172       -246.464
        7033000       -216.417        177.535       -393.952        55.1062       -322.034        96.6837        29.1582       -252.866
        7034000       -177.016        176.973       -353.989        84.6892       -311.014        95.1304        29.5411       -252.336
        7035000       -200.221        173.511       -373.732        71.0721       -317.535        104.144        22.8048       -254.218
        7036000       -179.441        186.789        -366.23        66.4805       -311.693        98.1532        33.7109       -252.881
        7037000       -204.093        171.692       -375.784        64.0841       -319.238         101.55        29.3966       -251.577
        7038000       -203.546        185.446       -388.992        61.4634       -322.854        98.4233        21.9275       -247.952
        7039000       -217.231        166.741       -383.972        59.3263       -320.026        103.361        27.8969       -254.529
        7040000       -208.274        170.544       -378.817         67.816       -309.103        89.9334        24.7947       -252.258
        7041000       -211.129        165.953       -377.082        63.8007       -316.358        89.8469        33.5397       -247.912
        7042000       -208.403        161.113       -369.517        60.7497        -308.37        92.0401        32.9601       -246.897
        7043000       -206.205        173.045        -379.25        59.7309       -309.935        94.5112        33.5394       -257.096
        7044000       -209.802        173.828        -383.63        64.1662       -320.209        99.3395        30.1599       -257.086
        7045000       -198.472         170.97       -369.442        67.7144       -314.213        101.529        31.4636       -255.936
        7046000        -187.52        195.027       -382.548        63.1543       -320.257         98.371        28.2116       -252.028
        7047000       -194.194        181.488       -375.682        61.2366        -303.34        96.6773        29.9084       -260.164
        7048000        -204.36        170.254       -374.613        66.0735       -311.273        93.0307        31.7274       -254.171
        7049000       -201.589        171.244       -372.833        66.2072       -311.246        94.2363        29.7511       -251.781
        7050000         -187.4        173.673       -361.073        64.2679       -303.857        97.0659         32.255       -250.805
        7051000       -209.002        164.399         -373.4        57.8946       -309.254        99.9953        34.6435        -256.68
        7052000       -183.263        168.556        -351.82        64.0764       -316.581        112.832        28.7115       -240.858
        7053000       -217.392        168.975       -386.367        54.4774       -317.041        96.3527        28.7964       -248.953
        7054000       -175.096        170.984        -346.08        76.8459        -304.59        95.5159        31.2109       -245.062
        7055000       -220.101        166.821       -386.922        55.2483       -313.699        91.1593        27.5583        -247.19
        7056000       -192.771        181.426       -374.198        63.8868        -310.61        94.9639        31.2025       -253.641
        7057000       -204.851        170.029        -374.88        55.8188        -315.49        103.267        26.4171       -244.893
        7058000       -181.275        175.867       -357.142        63.2578       -306.068        105.117        30.6044       -250.054
        7059000       -218.131        150.718       -368.849        60.2957        -305.63        98.7023        27.6171       -249.834
        7060000       -224.385        158.937       -383.322        67.3304       -317.158        98.0129         25.233       -256.741
        7061000       -203.511        164.773       -368.284        61.2886       -312.539        100.387          34.01       -251.431
        7062000       -210.911        155.932       -366.844        56.7508       -313.817         103.65          31.88       -245.307
        7063000       -226.944        159.075       -386.019        60.2925       -317.565        99.6832         25.814       -254.243
        7064000       -226.936        150.445       -377.381         69.102       -318.474        95.8272        34.3036       -258.139
        7065000       -217.878        153.496       -371.374        63.9588        -315.77        103.852        28.3704       -251.785
        7066000       -188.351         186.75       -375.101         65.254       -313.416        104.673        28.6078       -260.219
        7067000       -191.678        168.737       -360.415        70.1079        -313.18        102.261        26.8257       -246.429
        7068000       -231.347        166.594       -397.941        54.2795       -313.527        90.2051        30.5821       -259.481
        7069000       -179.033        187.243       -366.277        66.0785       -314.863         103.38        31.4677        -252.34
        7070000       -176.386        194.473       -370.859        67.8146       -310.176        102.193        24.7987       -255.489
        7071000       -167.219         174.65       -341.868        80.4058       -308.662        96.2908        35.5021       -245.405
        7072000       -191.563        159.705       -351.268        63.3804       -308.374        104.065        34.4779       -244.817
        7073000       -210.626        162.612       -373.238        56.3058       -307.623        94.6484        29.8125       -246.382
        7074000       -209.639        170.973       -380.612        65.5832       -319.536        103.347        23.1756       -253.181
        7075000       -185.041        170.658       -355.698        64.6839       -304.956        99.7511         35.011       -250.188
        7076000       -208.492        168.461       -376.953        55.0556       -312.372        98.8379        29.4098       -247.884
        7077000        -192.27         163.49        -355.76        68.3342       -307.593        100.847        31.9638       -249.313
        7078000       -247.762        156.947       -404.709        48.2616        -318.97         90.313        26.5968       -250.911
        7079000       -181.747        190.129       -371.876        62.7488       -312.175        105.091        29.7387       -257.279
        7080000       -201.249        172.572       -373.821        65.4694       -312.219        92.6479        30.5145       -250.233
        7081000       -171.961        183.213       -355.174        68.6048       -306.279        97.3373        33.0307       -247.868
        7082000        -195.37        188.136       -383.506        62.1468       -318.419         101.03        23.5894       -251.853
        7083000       -190.074        176.601       -366.675        69.4421       -313.509        98.1959        29.7974       -250.601
        7084000       -202.057        165.172       -367.228        62.9772       -308.023        99.0099        26.4865       -247.679
        7085000       -198.164        161.494       -359.657        63.1178       -318.501        111.402        30.3447       -246.021
        7086000       -201.688        171.379       -373.066        67.1707       -315.664        101.837         23.837       -250.247
        7087000       -213.891        174.024       -387.915        57.0924       -317.254        96.3542        26.0325        -250.14
        7088000       -212.741         164.52       -377.261        63.3686       -314.084        96.9222        29.1934       -252.662
        7089000       -214.094         170.07       -384.163        53.5341       -305.219        92.8067        30.2888       -255.574
        7090000       -190.751        180.847       -371.598          61.47       -309.916        102.367        22.6445       -248.163
        7091000       -213.566        167.617       -381.183        58.2807       -311.239        95.6318        33.5091       -257.366
        7092000       -192.661        164.718       -357.379        70.5083       -313.539        103.945        32.6774       -250.971
        7093000       -209.212        173.917        -383.13        63.7662       -310.819        89.5983        32.6335       -258.308
        7094000       -179.228        193.443        -372.67        62.5118       -314.423        103.956        28.0397       -252.754
        7095000       -196.585        161.747       -358.332        66.8183       -312.366        107.497        26.0779       -246.359
        7096000       -181.565        182.744       -364.309        68.0004       -311.671        101.854        31.0925       -253.585
        7097000       -198.925        178.198       -377.123        68.4864        -309.69         98.166        23.5194       -257.605
        7098000       -186.581        170.189        -356.77        64.9574       -308.888        101.666        28.7122       -243.217
        7099000       -196.256        165.534        -361.79        76.4689       -314.057        91.7452        29.5368       -245.483
        7100000       -205.943        158.593       -364.536         71.772       -305.444        98.7917        22.6951       -252.351
        7101000       -199.776        176.778       -376.554        66.5807       -313.001        92.9645        30.1513        -253.25
        7102000       -203.476        174.669       -378.145        57.5679       -310.091        100.406        28.5035       -254.531
        7103000       -200.479        172.725       -373.204        62.5869       -310.053        94.9666        31.8812       -252.585
        7104000       -184.255        186.873       -371.127        72.0959       -315.853        95.8981        28.3165       -251.585
        7105000       -205.417        158.174       -363.592        62.9312       -314.179        96.5794        33.3329       -242.256
        7106000       -187.894        181.027       -368.921        50.6279       -305.129        98.0973        30.3876       -242.905
        7107000       -198.665        159.291       -357.955        60.5362        -301.48        101.638        31.7864       -250.437
        7108000       -208.297        170.395       -378.692        58.2917       -312.705        101.924        28.0795       -254.283
        7109000       -182.053        174.914       -356.966         70.193       -303.856        93.7124        32.0944        -249.11
        7110000       -200.778        173.013       -373.791        63.3261       -317.352        99.0186        31.7226       -250.507
        7111000       -196.459        172.915       -369.374        67.8488       -315.678        98.7439        27.8324       -248.121
        7112000       -183.453        192.256       -375.709        65.9758       -311.039         96.399        28.2695       -255.314
        7113000       -194.335        189.609       -383.943        57.4701       -313.101         93.687        27.4402        -249.44
        7114000       -193.283        165.894       -359.177        61.8204       -308.516        100.839         34.295       -247.616
        7115000       -207.186         166.79       -373.976        65.0937       -310.714        99.5709        26.0977       -254.024
        7116000       -213.411        164.552       -377.963        49.3567       -310.596         99.805        28.2496       -244.779
        7117000       -215.954        148.838       -364.792        68.3173       -309.763        105.454        27.3925       -256.193
        7118000       -223.916        156.957       -380.872         55.483       -304.944        97.4903        26.9688       -255.871
        7119000       -170.925        201.161       -372.086        73.3879        -318.29        101.516        27.2858       -255.987
        7120000       -217.774        159.749       -377.523        66.1848       -313.777        96.8569        25.7181       -252.505
        7121000       -175.313        180.889       -356.202        69.0623       -306.826        98.4305        32.9048       -249.773
        7122000        -195.94        175.835       -371.776        57.5514       -312.128         94.882        32.3691        -244.45
        7123000       -184.852        174.827       -359.679        59.5453       -308.083        106.331        28.5524       -246.025
        7124000       -174.674        188.021       -362.695        65.2953       -305.629        99.0341        34.2386       -255.634
        7125000       -201.424        176.933       -378.356        68.1021       -317.755        102.446         24.696       -255.845
        7126000        -202.54        182.751       -385.291        63.5466       -320.437        95.7352        27.0064       -251.143
        7127000       -201.005        177.512       -378.517        59.2831       -314.038        101.222        26.9696       -251.954
        7128000       -204.301        171.223       -375.523        66.4605       -315.759        96.4545        22.8283       -245.507
        7129000       -202.793        173.579       -376.372        66.8678       -316.137        91.4757        28.0854       -246.664
